#####################################################################################
##  (c) Copyright by Pierre Auger Collaboration 2014                               ##
##                                                                                 ##
##  Publications using or referring to these data should cite the following        ## 
##  reference:                                                                     ##
##                                                                                 ##
##  A. Aab et al. (The Pierre Auger Collaboration), "Searches for Anisotropies in  ##
##  the Arrival Directions of the Highest Energy Cosmic Rays Detected by the       ##
##  Pierre Auger Observatory", arXiv:1411.6111                                     ##
##                                                                                 ##
##  Data are provided as is and might be subject to future changes.                ##
##                                                                                 ##
##  These data are released under the Creative Commons Attribution-ShareAlike 4.0  ##
##  International License (CC BY-SA 4.0). For more details see                     ##
##  http://creativecommons.org/licenses/by-sa/4.0/                                 ##
##                                                                                 ##
#####################################################################################

#YYYY DDD    Theta    E      RA      dec     Glon    Glat
2008  322    28.4    62.2    25.0   -61.4   -67.1   -54.8
2008  328    47.2    63.1   126.4     5.3  -140.8    23.4
2008  329    47.9    66.9    28.9    -2.7   157.9   -61.2
2008  331    50.7    52.6   304.4   -26.2    16.7   -29.6
2008  337    30.8    65.8   275.2   -14.4    16.7     0.1
2008  355    71.7    71.1   196.1   -69.7   -55.9    -6.9
2008  362    31.5    74.0   209.6   -31.3   -40.7    29.4
2009    7    59.2    61.0   286.3   -37.8    -0.6   -18.7
2009   30    32.3    66.2   303.9   -16.5    26.8   -25.8
2009   32    56.2    70.3     0.0   -15.4    75.0   -73.2
2009   35    52.8    57.7   227.0   -85.2   -54.2   -23.1
2009   39    42.4    64.1   147.2   -18.3  -106.5    26.6
2009   47    20.7    52.9    78.3   -16.0  -142.9   -28.8
2009   51     6.9    66.7   203.4   -33.0   -47.0    29.1
2009   73    37.0    72.5   193.8   -36.4   -56.2    26.5
2009   78    27.2    74.4   122.7   -54.7   -90.7   -11.4
2009   78     8.2    59.0    26.7   -29.1  -134.5   -77.6
2009   80    18.4    65.8   251.4   -35.8   -13.0     6.3
2009   80    44.4    63.8   170.1   -27.4   -80.8    31.3
2009   83    68.6    56.2   249.1     9.1    25.3    34.1
2009  140    27.2    55.1   330.8    -8.9    49.5   -46.3
2009  160    40.9    52.8    43.9   -25.4  -143.4   -62.2
2009  162    78.2    70.5    39.4   -34.5  -122.6   -66.1
2009  163    41.2    71.9    23.3   -40.2   -87.9   -74.3
2009  172     9.7    65.8   276.1   -33.4     0.1    -9.4
2009  191    26.9    59.5   294.5   -20.5    19.1   -19.2
2009  197    51.7    52.2   129.4    15.2  -149.5    30.2
2009  202    60.8    63.6   358.2    -2.8    90.4   -61.9
2009  212    52.7    55.3   122.5   -78.5   -68.8   -22.8
2009  219    40.1    53.2    29.4    -8.6   166.2   -65.8
2009  219    59.7    58.3   304.3   -81.9   -48.3   -29.8
2009  237    78.4    70.0   325.8    42.8    90.1    -7.8
2009  250    70.7    52.3   212.7    29.9    46.8    72.3
2009  262    22.4    58.7    50.1   -25.9  -140.5   -56.7
2009  274    79.4    82.3   287.7   -64.9   -28.9   -26.4
2009  281    75.5    75.3   256.7    14.0    34.2    29.4
2009  282    47.2    60.8    47.6    11.5   168.6   -38.7
2009  288    34.2    58.6   217.9   -51.5   -41.6     8.4
2009  304    30.1    55.6   177.7    -5.0   -83.8    54.7
2009  335    64.2    52.5   171.3   -43.8   -73.1    16.4
2010   24    73.6    54.3    97.2    34.3   179.7    10.6
2010   45    70.0    61.5   174.7   -21.2   -78.9    38.6
2010   50    71.7    64.5   227.9   -21.5   -18.6    30.7
2010   52    52.1    72.9   258.1   -44.9   -17.0    -3.3
2010   72    43.3    66.9   278.8     7.9    38.2     7.2
2010  121    43.6    82.0   122.7   -70.7   -76.3   -19.3
2010  148    52.2    74.8    89.2   -12.0  -142.2   -17.5
2010  182    15.4    54.7   197.8   -20.0   -50.7    42.6
2010  193    69.6    58.4   149.2     5.5  -127.5    43.2
2010  194    70.9    53.8   277.2     6.7    36.4     8.1
2010  196    73.2    52.3   303.7   -68.1   -32.6   -32.8
2010  204    38.7    53.2   180.5   -11.5   -75.9    49.6
2010  205    47.4    53.5   315.8   -82.1   -49.3   -31.2
2010  223    39.0    56.1   250.2   -73.6   -42.6   -17.5
2010  224    62.3    65.2   284.7   -28.2     8.1   -13.9
2010  226    53.8    75.6   324.5    17.9    71.2   -25.0
2010  235    32.0    60.3   216.1   -66.5   -48.0    -5.3
2010  238    12.4    69.6   226.4   -25.7   -22.6    28.1
2010  239    66.7    58.4   312.9   -14.2    33.1   -33.0
2010  256    73.8    76.1   131.9   -15.5  -118.9    17.1
2010  277    31.1    73.7    12.3   -40.7   -55.3   -76.5
2010  284    48.6    89.1   218.8   -70.8   -48.7    -9.7
2010  295    27.8    58.0     8.4   -61.5   -53.3   -55.5
2010  310    45.4    53.1   118.1     8.5  -147.9    17.4
2010  311    58.4    70.5    64.2   -46.5  -107.2   -45.5
2010  319    11.4    55.0   118.6   -37.4  -107.2    -4.8
2010  320    29.0    54.3    80.2   -64.1   -86.2   -34.1
2010  320     5.1    68.7   121.1   -30.6  -111.9     0.4
2010  342    40.5    54.6   170.9   -43.7   -73.4    16.4
2010  347    24.6    54.9   231.9   -56.6   -36.7     0.0
2010  348    33.8    54.4   179.7   -68.6   -61.9    -6.2
2010  364    22.2    68.0   167.0   -31.2   -81.8    26.6
2011   19    43.8    69.4   268.5   -15.7    12.4     5.1
2011   26    25.0   100.1   150.1   -10.3  -110.9    34.1
2011   35    71.5    54.0   185.4   -24.6   -65.6    37.8
2011   38    33.8    58.2    33.4   -31.7  -127.8   -71.5
2011   41    59.2    52.0   125.5   -59.2   -86.0   -12.5
2011   45    25.5    62.7   215.5   -10.1   -23.5    46.8
2011   49    39.3    60.3   239.4     3.9    13.8    39.9
2011   75    60.5    71.1   230.3     1.5     3.8    45.9
2011   86    59.4    56.2   160.3    -3.1  -108.3    46.4
2011  106    78.2    81.4   308.8    16.1    59.9   -14.3
2011  111    65.6    69.7    30.3     3.8   154.2   -54.8
2011  113    71.5    54.8   295.1   -27.6    12.2   -22.3
2011  119    53.0    67.3   255.4    -5.1    14.8    21.6
2011  120    49.8    72.1    84.9    14.4  -168.3    -8.7
2011  132    10.6    56.8    39.5   -29.9  -134.1   -66.5
2011  136    54.1    64.9   333.8   -79.2   -48.7   -35.3
2011  162    72.4    55.9   132.8    12.9  -145.5    32.4
2011  203    29.9    77.9   120.8   -56.3   -89.8   -13.2
2011  207    65.0    56.4   344.5   -19.9    42.3   -63.1
2011  215    34.5    68.3   245.4   -18.2    -2.8    21.8
2011  221     2.9    70.8   139.8   -35.8   -98.2     9.6
2011  240    46.5    58.8   219.1   -41.9   -36.9    16.8
2011  252    24.5    80.9   283.7   -28.6     7.4   -13.2
2011  294    31.8    75.6    77.2   -41.0  -114.4   -36.1
2011  307    40.7    52.4   313.5   -16.6    30.7   -34.4
2011  309    38.8    63.3    26.1   -32.2  -120.2   -77.4
2011  316    31.0    70.2     4.6   -37.9   -26.2   -77.2
2011  318    36.7    57.2   148.8   -13.0  -109.6    31.4
2011  360    36.1    67.4   305.5   -34.5     7.6   -32.7
2011  361    47.6    92.8   343.4   -71.6   -44.9   -42.6
2011  364    51.7    64.8   207.1   -29.1   -42.4    32.1
2012   12    31.8    62.4    15.3    -3.6   129.0   -66.3
2012   52    23.8    66.1    33.2   -59.0   -75.3   -55.2
2012   81    47.3    99.0   309.4   -66.8   -31.5   -35.2
2012  103    67.5    70.4   154.0   -46.3   -83.1     8.6
2012  109    25.9    62.6    37.8   -39.5  -110.0   -65.9
2012  132    62.3    58.5   189.0    -5.1   -64.1    57.6
2012  154    65.8    58.7    37.0   -75.8   -64.6   -39.9
2012  155    64.3    60.0   245.4   -30.9   -12.7    13.3
2012  162    58.5    83.8    26.8   -24.8  -154.6   -77.3
2012  183    59.8    61.8   259.8   -32.7    -6.2     2.7
2012  189    31.4    61.1    18.7   -42.5   -72.9   -73.9
2012  193    65.5    54.4   342.9    -6.5    63.4   -54.8
2012  206    61.6    56.8   310.6   -83.1   -50.0   -30.2
2012  211    50.0    58.7   177.2    12.5  -105.1    69.3
2012  301    38.5    53.3    56.3    -3.2  -169.2   -42.1
2012  332    48.1    71.1   227.6    11.9    14.7    54.0
2013   11    17.0    55.7   217.1   -24.5   -30.5    33.3
2013   27    26.5    62.7   200.9   -34.6   -49.6    27.8
2013   27    47.6    70.7    56.6   -67.8   -77.6   -41.7
2013   31    67.3    53.2   314.9   -67.3   -32.8   -37.1
2013   36    74.7    73.6   267.5   -68.3   -34.8   -19.7
2013   52    60.7    71.9    73.7   -20.5  -139.8   -34.4
2013   70    41.9    53.9   154.3   -15.8  -102.7    33.1
2013  119    61.5    62.1   138.6    26.1  -158.8    41.9
2013  132    59.3    57.3   357.0   -81.1   -54.1   -35.7
2013  134    44.9    85.3   123.4    -6.2  -131.7    15.1
2013  144    49.8    54.3    33.3   -39.0  -107.2   -69.2
2013  163    44.6    52.2     0.4   -68.1   -50.1   -48.3
2013  175    50.6    58.9   211.1    15.0     1.0    69.1
2013  190    57.3    68.8    64.7   -70.1   -77.0   -38.0
2013  191     8.8    67.3   308.1   -39.5     2.1   -35.7
2013  222    63.4    61.5   240.3   -68.9   -41.3   -12.1
2013  224    47.9    63.4   345.4    -9.0    62.7   -58.3
2013  247    54.7    84.8   154.6   -46.9   -82.4     8.3
2013  249    30.0    55.5   160.4   -34.8   -85.2    20.9
2013  249    55.0    65.4    92.1   -64.1   -86.4   -28.9
2013  281    65.1    58.5   327.5   -25.1    25.3   -49.4
2013  297    39.0    73.0   163.8   -74.1   -64.9   -13.1
2013  302    49.4    54.6   298.7     8.8    48.2    -9.8
2013  319    62.0    54.4   284.5   -37.6    -1.0   -17.3
2013  320    22.2    52.9   286.8   -55.0   -18.3   -24.1
2013  329    29.2    63.6   182.3   -14.3   -72.3    47.3
2013  332    31.1    65.2   241.6   -53.5   -30.5    -1.0
2013  352    51.4    72.5    91.4   -60.6   -90.4   -28.9
2013  364    60.2    53.2   198.8   -63.9   -54.5    -1.2
2014    8    57.9    60.0    72.8   -73.5   -74.4   -34.3
2014   30    60.8    74.5   189.9   -32.7   -60.0    30.1
2014   32    12.8    54.6   186.7   -24.9   -64.1    37.6
2014   49    41.7    54.9     2.3   -49.2   -39.7   -66.4
2014   59    25.9    60.2   239.5   -49.2   -28.7     3.0
2014   64    66.7    63.6    45.2   -65.8   -75.6   -46.4
2014   65    58.5   118.3   340.6    12.0    80.1   -39.9
